	ID SoloTodo	Categoría	ID Categoría	Subcategoría	Ordenamiento Principal	Ordenamiento Categoría	Modelo	Título personalizado	Descripción personalizada	Ficha personalizada 1	Ficha personalizada 2	Ficha personalizada 3	Foto Principal	Fotos Secundarias	URL LG	MPN Flixmedia
WT18DSB	37994	Lavado	19	Lavadora carga superior			WT18DSB	Lavadora Carga Superior con capacidad total de 18 Kilos	Lavadora Carga Superior con motor Smart Inverter y capacidad total de 18 Kg				https://drive.google.com/open?id=1yagl3KWYkszm0g4eq9PyvyVFYUlO02fo	https://drive.google.com/open?id=1eai0Yuy5oZupCiP3HqdjKYEEPH-x9bpV	https://www.lg.com/cl/lavadoras/lg-WT18DSB	WT18DSB
WD11DBS6D	45905	Lavado	19	Lavadora y secadora			WD11DBS6D	Lavadora Secadora con capacidad de 11/7 Kilos					https://drive.google.com/open?id=1B4HoC_smgf1HUpcbULaKsK_kAD2nNIz-	https://drive.google.com/open?id=1riEK_bBn6HBGEJ3wxhbmyr35yQnLzA5u	https://www.lg.com/cl/lavadoras/lg-WD11DBS6D-front-load	WD11DBS6D
WD11WBS6D	45904	Lavado	19	Lavadora y secadora	7		WD11WBS6D	Lavadora Secadora con capacidad de 11/7 Kilos					https://drive.google.com/open?id=1q9hWKi0FbhU8NBsHsfDV9ST5Jq7uoEjg	https://drive.google.com/open?id=1hIbl6saSAS4fCOpdJb5DvA4m69W6rRqN	https://www.lg.com/cl/lavadoras/lg-WD11WBS6D-front-load	WD11WBS6D
WD15DGS6	45805	Lavado	19	Lavadora y secadora			WD15DGS6	Lavadora Secadora con capacidad de 15/8 Kilos					https://drive.google.com/open?id=115tuVvzGYi5vphO4nOmcQi0-A2kWyMIg	https://drive.google.com/open?id=1jPqscy-dURnf3C1qE6ehLyR-pgNNG_FX	https://www.lg.com/cl/lavadoras/lg-WD15DGS6	WD15DGS6
WT9WSBP	42871	Lavado	19	Lavadora carga superior			WT9WSBP	Lavadora Carga Superior con capacidad total de 9 Kilos							https://www.lg.com/cl/lavadoras/lg-WT9WSBP	WT9WSBP
WT13WSBP	43494	Lavado	19	Lavadora carga superior			WT13WSBP	Lavadora Carga Superior con capacidad total de 13 Kilos					https://drive.google.com/open?id=1WLIGdPmNTA5jv1vJ_ld849lWV9JS3Bd5	https://drive.google.com/open?id=1tP16ZomFeKz0o7vgDUS5jXIWikYZhvmZ	https://www.lg.com/cl/lavadoras/lg-WT13WSBP	WT13WSBP
WT16DSBP	46743	Lavado	19	Lavadora carga superior			WT16DSBP	Lavadora Carga Superior con capacidad total de 16 Kilos					https://drive.google.com/open?id=1rIeE5pBmZEuygGkwqEhjym5LkmJeKozR	https://drive.google.com/open?id=1ApwrKOn2qzxRZao9bNJEx-BycIw8Quiy	https://www.lg.com/cl/lavadoras/lg-WT16DSBP	WT16DSBP
WT17BS6	42545	Lavado	19	Lavadora carga superior			WT17BS6	Lavadora Carga Superior con capacidad total de 17 Kilos	Lavadora de Carga Superior con Motor Inverter Direct Drive y Capacidad Total de 17 Kg				https://drive.google.com/open?id=1upi3qHHIIGVXc0hXu-FU8JS82J5_pXjY	https://drive.google.com/open?id=1Z5p8keaI-dtWJL7jRzHdcc5wWRc9SNlq	https://www.lg.com/cl/lavadoras/lg-WT17BS6	WT17BS6
WT18VSB	45804	Lavado	19	Lavadora carga superior			WT18VSB	Lavadora Carga Superior con capacidad total de 19 Kilos							https://www.lg.com/cl/lavadoras/lg-WT18VSB	WT18VSB
WT19BS6	42546	Lavado	19	Lavadora carga superior			WT19BS6	Lavadora Carga Superior con capacidad total de 19 Kilos					https://drive.google.com/open?id=13qpWgFzXWG__zdRAiX1TvBr36W-KeaeG	https://drive.google.com/open?id=1lMGu67YHLNBZVwM9epwuAAHkIwa_fiae	https://www.lg.com/cl/lavadoras/lg-WT19BS6	WT19BS6
WT22BSS6	42678	Lavado	19	Lavadora carga superior			WT22BSS6	Lavadora Carga Superior con capacidad total de 22 Kilos					https://drive.google.com/open?id=1gcVracX_WqInul_esUH98t4G5iV0Yl5v	https://drive.google.com/open?id=130nh0cR9F1cQuJ0CWDsUinXebih4Ij_F	https://www.lg.com/cl/lavadoras/lg-WT22BSS6	WT22BSS6
WD22VVS6	40481	Lavado	19	Lavadora y secadora			WD22VVS6	Lavadora Secadora con capacidad de 22/11 Kilos					https://drive.google.com/open?id=1U2z0Hc6kRfxCAelkFH-XIk26O1a0lQHb	https://drive.google.com/open?id=1s26uIRHEl6mhsXmiRj6RzkpK-cNi2tvZ	https://www.lg.com/cl/lavadoras/lg-WD22VVS6	WD22VVS6
WD100CV	25891	Lavado	19	Lavadora TwinWash Mini			WD100CV	Lavadora Twin Wash Mini con capacidad de 3,5 Kilos					https://drive.google.com/open?id=17Zfv6pjwp_WYmgFVsFWIixB60ADbiBGL	https://drive.google.com/open?id=1wrH5yW-F3AtkiOa9PdXxD0Tn90mQr07X	https://www.lg.com/cl/lavadoras/lg-WD100CV	WD100CV
WD11DBS6DTW	47541	Lavado	19	Lavadora TwinWash			WD11DBS6DTW	Lavadora Twin Wash 11/7K + Mini Lavadora 2K					https://drive.google.com/open?id=1b7nVwLP5PaLDq6_TwlnPKs-w1XrnXPjF		https://www.lg.com/cl/lavadoras/lg-WD11DBS6DTW-twinwash	WD11DBS6DTW
WD2100VM	47016	Lavado	19	Lavadora TwinWash Mini			WD2100VM	Lavadora Twin Wash Mini con capacidad de 2 Kilos					https://drive.google.com/open?id=1OaSrGS09YuP9-5WLTf80bJxY2d4XKC9I	https://drive.google.com/open?id=16tt8oOH4MN9dPm2_Ckb-AOyCVNQqVil0	https://www.lg.com/cl/lavadoras/lg-WD2100VM	WD2100VM
WD2100CW	40148	Lavado	19	Lavadora TwinWash Mini			WD2100CW	Lavadora Twin Wash Mini con capacidad de 2 Kilos					https://drive.google.com/open?id=1ch3XOnTWpQ7NGEtkDzUEyGNo-IjySqbV	https://drive.google.com/open?id=1hJFKaoM0c7kaz9VQZMkjN2QDzjj-hv4O	https://www.lg.com/cl/lavadoras/lg-WD2100CW	WD2100CW
DF9WPN	36822	Lavado	19	Secadora			DF9WPN	Secadora con capacidad de 9 Kilos							https://www.lg.com/cl/secadora-de-ropa/lg-DF9WPN	DF9WPN
F1103RDP	24340	Lavado	19	Lavadora y secadora			F1103RDP	Lavadora Secadora con capacidad de 11/7 Kilos							https://www.lg.com/cl/lavadoras/lg-F1103RDP-lavadora-secadora	F1103RDP
WD22VVS6TW + Microondas LG	52194	Lavado	19	Lavadora TwinWash			WD22VVS6TW + Microondas	Lavadora Twin Wash 22/11K + Mini Lavadora de 3,5K + Microondas Neochef					https://drive.google.com/open?id=1WTGEmqrV3w_B6z0_5uxZrQ1BspxbLt3v		https://www.lg.com/cl/lavadoras/lg-WD22VVS6TW	WD22VVS6TW
WD11WDS6	40147	Lavado	19	Lavadora y secadora			WD11WDS6	Lavadora Secadora con capacidad de 11/7 Kilos							https://www.lg.com/cl/lavadoras/lg-WD11WDS6	WD11WDS6
WD11WBS6DTW	47838	Lavado	19	Lavadora TwinWash			WD11WBS6DTW	Lavadora TwinWash 11/7K + Mini Lavadora 2K					https://drive.google.com/open?id=1aR_KmABlROK9_G1G4kTvcx7DGABaR9gH		https://www.lg.com/cl/lavadoras/lg-WD11WBS6DTW-twinwash	WD11WBS6DTW
WD11WDS6TW	41627	Lavado	19	Lavadora TwinWash			WD11WDS6TW	Lavadora TwinWash 11/7K + Mini Lavadora 2K	LG TWINWash™ Lavadora (11Kg) Secadora (7Kg) con Motor Inverter Direct Drive y Mini Lavadora (2Kg) con Motor Slim Inverter Direct Drive				https://drive.google.com/open?id=1F4TAEFpVFnuGE16a3IPnhIRYKGvJ8jT2	https://drive.google.com/open?id=12ZKYSf3kVDd34_xakPo1-5vJ3LDnPEDd	https://www.lg.com/cl/lavadoras/lg-WD11WDS6TW	WD11WDS6TW
WD20VVS6TW	41629	Lavado	19	Lavadora TwinWash			WD20VVS6TW	Lavadora TwinWash 20/11K + Mini Lavadora 3,5K	LG TWINWash™ Lavadora (20Kg) Secadora (11Kg) con motor Inverter Direct Drive y Mini lavadora (3,5Kg) motor Slim Inverter Direct Drive				https://drive.google.com/open?id=1WRuWBQwz10-DovSWXDJ689zF0rwlF_qR	https://drive.google.com/open?id=1TliM2_tmfN-bnIlEIdeU34C0qjfe6FS6	https://www.lg.com/cl/lavadoras/lg-WD20VVS6TW	WD20VVS6TW
WD22VTS6TW	41628	Lavado	19	Lavadora TwinWash			WD22VTS6TW + Microondas LG	Lavadora TwinWash 22/11K + Mini Lavadora 3,5K	LG TWINWash™ Lavadora (22Kg) Secadora (13Kg) con motor Inverter Direct Drive y Mini lavadora (3,5Kg) motor Slim Inverter Direct Drive				https://drive.google.com/open?id=1kzDFpApU2V1fjrCQOcB4ClxXpHAfqSvd	https://drive.google.com/open?id=1b45dRmiicOuAcvDWKFb6w39VpXK2P3VT	https://www.lg.com/cl/lavadoras/lg-WD22VTS6TW-twinwash	WD22VTS6TW
WD22VVS6TW	53172	Lavado	19	Lavadora TwinWash			WD22VVS6TW	Lavadora Twin Wash 22/11K + Mini Lavadora de 3,5K					https://drive.google.com/open?id=1_X0NGZN7po3OIIG7wHHvfBUqGIlWgbIS		https://www.lg.com/cl/lavadoras/lg-WD22VVS6TW	WD22VVS6TW
WM11WBS6	52215	Lavado	19	Lavadora carga frontal			WM11WBS6	Lavadora Carga Frontal de 11 Kilos							https://www.lg.com/cl/lavadoras/lg-WM11WBS6	WM11WBS6
WT9WSB	39741	Lavado	19	Lavadora carga superior			WT9WSB	Lavadora Carga Superior de 9 Kilos							https://www.lg.com/cl/lavadoras/lg-WT9WSB	WT9WSB
WD20VVS6TW + Microondas LG	53212	Lavado	19	Lavadora TwinWash			WD20VVS6TW + Microondas LG	Lavadora Twin Wash 23,5/11K + Microondas Neochef					https://drive.google.com/open?id=1jqHHpYXFhhMBdeGF9bkNx-nafieZIZ4K	https://drive.google.com/open?id=12D3uZRv_A09suSKIJ7Y1z5Uagm-DSwNa	https://www.lg.com/cl/lavadoras/lg-WD20VVS6TW	WD20VVS6TW
WD22VTS6TW + Microondas LG	53211	Lavado	19	Lavadora TwinWash			WD22VTS6TW + Microondas LG	Lavadora Twin Wash 25,5/11K + Microondas Neochef					https://drive.google.com/open?id=1wJpVoS9WvCxVWaz5YZlnme34xi2iegVo	https://drive.google.com/open?id=1b45dRmiicOuAcvDWKFb6w39VpXK2P3VT	https://www.lg.com/cl/lavadoras/lg-WD22VTS6TW-twinwash	WD22VTS6TW
WT13VS6H		Lavado	19	Lavadora carga superior			WT13VS6H								https://www.lg.com/cl/lavadoras/lg-WT13VS6H	WT13VS6H
WT17BS6H		Lavado	19	Lavadora carga superior			WT17BS6H								https://www.lg.com/cl/lavadoras/lg-WT17BS6H	WT17BS6H
WT19BS6H		Lavado	19	Lavadora carga superior			WT19BS6H								https://www.lg.com/cl/lavadoras/lg-WT19BS6H	WT19BS6H
WT22BSS6H		Lavado	19	Lavadora carga superior			WT22BSS6H								https://www.lg.com/cl/lavadoras/lg-WT22BSS6H	WT22BSS6H
WD9WE6	61240	Lavado	19	Lavadora y secadora											https://www.lg.com/cl/lavadoras/lg-WD9WE6	
WT13DSBP	53693	Lavado	19	Lavadora carga superior											https://www.lg.com/cl/lavadoras/lg-WT13DSBP	
WT13WPB	39882	Lavado	19	Lavadora carga superior											https://www.lg.com/cl/lavadoras/lg-WT13WPB	
WT17DSB	45803	Lavado	19	Lavadora carga superior											https://www.lg.com/cl/lavadoras/lg-WT17DSB	
WT13VSS6	35677	Lavado 	19	Lavadora carga superior			WT13VSS6	Lavadora Carga Superior de 12,5 Kilos					https://drive.google.com/open?id=1B5wh3DPSLv8dSY8kayo26uFJiVsP4hA0	https://drive.google.com/open?id=1q3FW5T7WxN1htU0x5ANlBZpYAhRgTK49	https://www.lg.com/cl/lavadoras/lg-WT13VSS6	WT13VSS6
MH6596DIR	40738	Microondas	17	Microondas			MH6596DIR	Horno Microondas con Grill 25 Litros					https://drive.google.com/open?id=1SI8buQ80r1P5sk6wcIrXJXkgxGcXhoSi	https://drive.google.com/open?id=1YD56pVLeFhNKxXpcBk1OviLA_bd1w7QL	https://www.lg.com/cl/microondas/lg-MH6596DIR-2	MH6596DIR
22MD4KA-B	45756	Monitores	4	Profesional			22MD4KA	Monitor IPS 21,5"					https://drive.google.com/open?id=1UDaf9aAoRn49Q5aPeCeNhd8cx5A_Ko2T	https://drive.google.com/open?id=1RhrME_Uem0_VeOJXlHGfSAvtvVljGmie	https://www.lg.com/cl/monitores/lg-22MD4KA-B	22MD4KA-B
24GM79G-B	37125	Monitores	4	Gamer			24GM79G	Monitor Gamer 24"					https://drive.google.com/open?id=1HY-X67Px3qixSAnJbBH2EkSysvsslcLG	https://drive.google.com/open?id=1n7GUAbNifs3w8DGj2UhKIXjNDVyPC-Mj	https://www.lg.com/cl/monitores/lg-24GM79G-B	24GM79G-B
24UD58-B	31089	Monitores	4	Gamer			24UD58	Monitor IPS 24" UHD					https://drive.google.com/open?id=1BJvDGFOEonwr6UvsKk5WsxD4mNXybe9p	https://drive.google.com/open?id=1IK52nJJh6TwmFtGArReKwgFHKeiRbElb	https://www.lg.com/cl/monitores/lg-24UD58-B	24UD58-B
25UM58	24319	Monitores	4	Gamer			25UM58	Monitor IPS 25" UltraWide					https://drive.google.com/open?id=0B3xglZSlozLcM3BMN2V6RmhHVzQ	https://drive.google.com/open?id=0B3xglZSlozLcSm9vM19UVUo0Qjg	https://www.lg.com/cl/monitores/lg-25UM58	25UM58
27GK750F-B	46226	Monitores	4	Gamer			27GK750F	Monitor Gamer 27" Premium					https://drive.google.com/open?id=1oFYdvKIXS-t7iDxRaoJgmwCbRIMe1Op2	https://drive.google.com/open?id=1VtxjkZ9yh6k9oT5WqjasZ2JNu0Un2Csa	https://www.lg.com/cl/monitores/lg-27GK750F	27GK750F-B
27UD59-B	40860	Monitores	4	Gamer			27UD59	Monitor UHD 4K 27"					https://drive.google.com/open?id=1tSXSydvLH8gPVa2vwKpQf_FR7VqIFDit	https://drive.google.com/open?id=1Zfh7x_BS_vpe53XUzEtrhmX31l6xOT24	https://www.lg.com/cl/monitores/lg-27UD59-B	27UD59-B
32UD59-B	42842	Monitores	4	Gamer			32UD59	Monitor UHD 4K 32"					https://drive.google.com/open?id=1QbW3sBoHBFUosvWTJL0o-oFL7Fowcnfg	https://drive.google.com/open?id=1uwWNmUwbHXj2iA1hzRBxDdFCPwyKUoin	https://www.lg.com/cl/monitores/lg-32UD59-B	32UD59-B
34UC79G-B	36541	Monitores	4	Gamer			34UC79G	Monitor IPS 34" Full HD					https://drive.google.com/open?id=0B3xglZSlozLcc1MwQWRkMHNoTXM	https://drive.google.com/open?id=0B3xglZSlozLcS3RCMlVOTmJndkk	https://www.lg.com/cl/monitores/lg-34UC79G-B	34UC79G-B
34UM88-P	25886	Monitores	4	UltraWide			34UM88	Monitor LED 34" UltraWide QHD					https://drive.google.com/open?id=1pv2tTFdFQDwDhn68MIpB8i35NZC8m-9S	https://drive.google.com/open?id=1pMBwCzgr9nRdZctNrn-vutCiraPeza6U	https://www.lg.com/cl/monitores/lg-34UM88	34UM88-P
32GK850G-B	45907	Monitores	4	Gamer			32GK850G-B	Monitor 31,5” QHD					https://drive.google.com/open?id=1HxQr3zipinOVpvayJWgqgEw2L1r8lZHc	https://drive.google.com/open?id=1mmyBnvGfKS3ogZUy4ezZ_DWabMbhT2W0	https://www.lg.com/cl/monitores/lg-32GK850G-B	32GK850G-B
29WK600	46523	Monitores	4	UltraWide			29WK600	Monitor FHD 29" UltraWide					https://drive.google.com/open?id=172bTfONlLSGGJLQEZ6hiJn4GhLgNZec8	https://drive.google.com/open?id=1-4cDJD-ynnaV3LtsuRPMigbhQnCRz1zC	https://www.lg.com/cl/monitores/lg-29WK600	29WK600
27MD5KA-B	45906	Monitores	4	Profesional			27MD5KA-B	Monitor IPS 27"					https://drive.google.com/open?id=1M5n26zF0NEVWCIRVbUVCRL06MwOTN6wB	https://drive.google.com/open?id=19FZ3d-8PsCvXeq494rv_LAleTCoaFqbd	https://www.lg.com/cl/monitores/lg-27MD5KA-B	27MD5KA-B
20MK400H-B	43897	Monitores	4	Casa y oficina			20MK400H-B	Monitor 19,5"					https://drive.google.com/open?id=1xQ9RuKXiiRzqF6igNY-YROkXptoQHgMt	https://drive.google.com/open?id=1jSoQBEATz7IQKJSvuPe-YyTr2hdUVR08	https://www.lg.com/cl/monitores/lg-20MK400H-B	20MK400H-B
22MK400H-B	50124	Monitores	4	Casa y oficina			22MK400H-B	Monitor 22"					https://drive.google.com/open?id=1xQ9RuKXiiRzqF6igNY-YROkXptoQHgMt	https://drive.google.com/open?id=1jSoQBEATz7IQKJSvuPe-YyTr2hdUVR08	https://www.lg.com/cl/monitores/lg-22MK400H-B	22MK400H-B
24M38H-B	42293	Monitores	4	Casa y oficina			24M38H-B	Monitor LED 23,5''					https://drive.google.com/open?id=10-t9-RjSaltQgs4d4gZHimetgkA7Ov5a	https://drive.google.com/open?id=1WjVqHcxMHHRK2fJZNrIDOpQzlwtLpZ1f	https://www.lg.com/cl/monitores/lg-24M38H-B	24M38H-B
24MK430H-B	49893	Monitores	4	Casa y oficina			24MK430H-B	Monitor LED 24'' Full HD IPS							https://www.lg.com/cl/monitores/lg-24MK430H-B	24MK430H-B
27MK400H-B	43045	Monitores	4	Casa y oficina			27MK400H-B	Monitor LED 27''					https://drive.google.com/open?id=1xQ9RuKXiiRzqF6igNY-YROkXptoQHgMt	https://drive.google.com/open?id=1jSoQBEATz7IQKJSvuPe-YyTr2hdUVR08	https://www.lg.com/cl/monitores/lg-27MK400H-B	27MK400H-B
32MP58HQ-P	40858	Monitores	4	Casa y oficina			32MP58HQ-P	Monitor IPS 32''							https://www.lg.com/cl/monitores/lg-32MP58HQ-P	32MP58HQ-P
27UL500-W	61973	Monitores	4	Profesional											https://www.lg.com/cl/monitores/lg-27UL500-W	
Ultragear 24GL600F-B	59686	Monitores	4	Gamer											https://www.lg.com/cl/monitores/lg-24GL600F-B	
PF1000UG	34148	Proyectores	31	Proyector			PF1000UG	Proyector LED Full HD					https://drive.google.com/open?id=1P4bTtXItpHdA4Z5oJHJ912cZj08AODr7	https://drive.google.com/open?id=19efDjR-9wY3lvSJy0cQ66tfD97IDeuvD	https://www.lg.com/cl/proyectores/lg-PF1000UG	PF1000UG
PH150G	34147	Proyectores	31	Proyector			PH150G	Proyector LED HD					https://drive.google.com/open?id=1J40HPNvdHTLUzU466Usy51JtRbgXr-e6	https://drive.google.com/open?id=1RK_CWH4AH8GODsYJGbQcXEKKpQepDPsC	https://www.lg.com/cl/proyectores/lg-PH150G	PH150G
PH30JG	42845	Proyectores	31	Proyector			PH30JG	Proyector LED HD							https://www.lg.com/cl/proyectores/lg-PH30JG	PH30JG
PH450UG	34146	Proyectores	31	Proyector			PH450UG	Proyector Portátil					https://drive.google.com/open?id=1jvNA5UoisCQjYugsjLtgfIWmYxIcgMos	https://drive.google.com/open?id=11815X-WJ4RQ-AmLz5a0Rbhd8hvjGcfjq	https://www.lg.com/cl/proyectores/lg-PH450UG	PH450UG
PH550G	24385	Proyectores	31	Proyector			PH550G	Proyecto Mini HD					https://drive.google.com/open?id=1FAEPx_YiMvcgvB0vD1JICO8tF6G0vjEP	https://drive.google.com/open?id=17PiV_JKE56F-Bh118-ypv0kA4e7KuCvL	https://www.lg.com/cl/proyectores/lg-PH550G	PH550G
HF65LG	61906	Proyectores	31	Proyector											https://www.lg.com/cl/proyectores/lg-HF65LG	
HF80JG	51814	Proyectores	31	Proyector											https://www.lg.com/cl/proyectores/lg-HF80JG	
PF50KG	45947	Proyectores	31	Proyector											https://www.lg.com/cl/proyectores/lg-PF50KG	
GB30MPP1	25257	Refrigeradores	15	Bottom freezer			GB30MPP1	Bottom Freezer con capacidad total de 271 L							https://www.lg.com/cl/refrigeradores/lg-GB30MPP1	GB30MPP1
GB44SVP	22112	Refrigeradores	15	Bottom freezer			GB44SVP	Bottom Freezer con capacidad total de 441 L							https://www.lg.com/cl/refrigeradores/lg-GB44SVP	GB44SVP
GS65MPP1	28125	Refrigeradores	15	Side by Side	6		GS65MPP1	Side by Side con capacidad total de 626 L							https://www.lg.com/cl/refrigeradores/lg-GS65MPP1-side-by-side	GS65MPP1
GS65SDP2	29028	Refrigeradores	15	Door-in-Door			GS65SDP2	Door in Door con capacidad total de 601 L							https://www.lg.com/cl/refrigeradores/lg-GS65SDP2-door-in-door	GS65SDP2
GS65SPP1	28037	Refrigeradores	15	Side by Side			GS65SPP1	Door in Door con capacidad total de 601 L							https://www.lg.com/cl/refrigeradores/lg-GS65SPP1	GS65SPP1
GT44MDP	23943	Refrigeradores	15	Door-in-Door			GT44MDP	Door in Door con capacidad total de 441 L							https://www.lg.com/cl/refrigeradores/lg-GT44MDP	GT44MDP
LB33SPP	40945	Refrigeradores	15	Bottom freezer			LB33SPP	Bottom Freezer con capacidad total de 313 L	Refrigerador Bottom Freezer con Motor Inverter Linear Compressor y Capacidad Total de 313 Lts						https://www.lg.com/cl/refrigeradores/lg-LB33SPP	LB33SPP
LB36WVP	40784	Refrigeradores	15	Bottom freezer			LB36WVP	Bottom Freezer con capacidad total de 393 L							https://www.lg.com/cl/refrigeradores/lg-LB36WVP	LB36WVP
GS63MPGK	35953	Refrigeradores	15	Side by Side			GS63MPGK	Side by Side con capacidad total de 613 L					https://drive.google.com/open?id=1NhpayqBWdoelLtNsN4bPHH4cHCwt5Wit	https://drive.google.com/open?id=1Iq5g_-lSzQaBUi8MgdYIJgV2uU1zJprh	https://www.lg.com/cl/refrigeradores/lg-GS63MPGK	GS63MPGK
GM86SDS	25734	Refrigeradores	15	Door-in-Door			GM86SDS	Door in Door con capacidad total de 691 L					https://drive.google.com/open?id=1Up9Yu9JFzAO4ThTbwK1o6dc_8hdY5nii		https://www.lg.com/cl/refrigeradores/lg-GM86SDS	GM86SDS
GS74SXS	39206	Refrigeradores	15	Door-in-Door			GS74SXS	Instaview Door in Door con capacidad total de 691 L	Refrigerador InstaView Door-in-Door® con Motor Inverter Linear Compressor y Capacidad Total de 691Lts.				https://drive.google.com/open?id=1VEDiYwjkpRwmQ8QD3O1Qc49h8FQYskt5	https://drive.google.com/open?id=13Ne06uRHAzjefrODj2T6mFZRF5emrwb_	https://www.lg.com/cl/refrigeradores/lg-GS74SXS	GS74SXS
GT26BPG	51406	Refrigeradores	15	Top freezer			GT26BPG	Top Freezer con capacidad total de 235 L					https://drive.google.com/open?id=18Lu-ED_mUTjlPynsfb_o5JvwnIIkStrs	https://drive.google.com/open?id=1hV1_QXYQsWwnLDpAm44f4lWjXC9RcPbY	https://www.lg.com/cl/refrigeradores/lg-GT26BPG	GT26BPG
LB31MPP	40144	Refrigeradores	15	Bottom freezer		3	LB31MPP	Bottom Freezer con capacidad total de 277 L	Refrigerador Bottom Freezer con Motor Inverter Linear Compressor y Capacidad Total de 277 Lts.				https://drive.google.com/open?id=1FxnG6RZ51jhsuxipj68V4PbG_3ygK8u-	https://drive.google.com/open?id=107Qx08ZnLGaEL00sPNCvuWZR7TMaadQe	https://www.lg.com/cl/refrigeradores/lg-LB31MPP	LB31MPP
LB33BPGK	40174	Refrigeradores	15	Bottom freezer			LB33BPGK	Bottom Freezer con capacidad total de 318 L	Refrigerador Bottom Freezer con Motor Inverter Linear Comprensor con Capacidad Total de 318 Lts				https://drive.google.com/open?id=198-RmxKiPiiz8RuFoOxnjjOVlPLyW5U9	https://drive.google.com/open?id=1vTvx6ZFc2SiN9dcdygo5gGLheMZT3Hrn	https://www.lg.com/cl/refrigeradores/lg-LB33BPGK	LB33BPGK
LB44SVD2	49496	Refrigeradores	15	Bottom freezer			LB44SVD2	Bottom Freezer con capacidad total de 441 L					https://drive.google.com/open?id=19-yLTqvSeLJUx6tuZOLAvjCjeHdk4Vfn	https://drive.google.com/open?id=1ODDjKoE02Lo3jorR3FuI832cEhj0K5Ke	https://www.lg.com/cl/refrigeradores/lg-LB44SVD2	LB44SVD2
LS63SPGK	40762	Refrigeradores	15	Side by Side			LS63SPGK	Side by Side con capacidad total de 591 L	Refrigerador Side by Side con motor Inverter Linear Compressor con capacidad total de 591 Litros				https://drive.google.com/open?id=1q_jYePcamij-hy6TFQwBCJVdTJL_CJb2	https://drive.google.com/open?id=1H0pukjK_q9RMlMlOxRLis-6jhZFtPG8a	https://www.lg.com/cl/refrigeradores/lg-LS63SPGK	LS63SPGK
GM87SXD	39883	Refrigeradores	15	Door-in-Door			GM87SXD	Door in Door con capacidad total de 691 L					https://drive.google.com/open?id=1vCTEuTkORrJ34CBgj56EzQqoL5eQCCk0	https://drive.google.com/open?id=11GaoVu0W6EL89LHaqDSROox7rAFyngHt	https://www.lg.com/cl/refrigeradores/lg-GM87SXD	GM87SXD
GM87SXD + Microondas	52896	Refrigeradores	15	Door-in-Door			GM87SXD	Instaview Door-in-Door 691 L + Microondas NeoChef					https://drive.google.com/open?id=1XjWoAhmmyxS6GZGDLUPv3kh7TDcgx-wl	https://drive.google.com/open?id=1-DOZfhAb2DSl9nS1hC7vdqVCeshkdHd_	https://www.lg.com/cl/refrigeradores/lg-GM87SXD	GM87SXD + Microondas
LS65SDP	50107	Refrigeradores	15	Door-in-Door			LS65SDP	Refrigerador Door in Door 601 L					https://drive.google.com/open?id=1vBKKaXWHb4MOYSZdtgdy-ODUizRuE7VK	https://drive.google.com/open?id=1b1Y1ea1cvhecNS9VoMQx_IyaSsm7ARXf	https://www.lg.com/cl/refrigeradores/lg-LS65SXN	LS65SDP
LS65SXN	39205	Refrigeradores	15	Door-in-Door	5	1	LS65SXN	Refrigerador Instaview Door in Door 601 L	Refrigerador InstaView Door-in-Door® con Motor Inverter Linear Compressor y Capacidad Total de 601 Lts				https://drive.google.com/open?id=1jxa2tP9HccHIDO-TAiSDjbK0kJrb7aUo	https://drive.google.com/open?id=1wakLEn4zRm3uGHl9HkqVY9nDb6skbFgS	https://www.lg.com/cl/refrigeradores/lg-LS65SXN	LS65SXN
LS65SXN + Microondas	52895	Refrigeradores	15	Door-in-Door			LS65SXN + Microondas LG	Refrigerador Instaview Door in Door 601 L + Microondas NeoChef					https://drive.google.com/open?id=1zEULL4CIRl2-2bYBEFivWQaexGjS7ADB	https://drive.google.com/open?id=17TFmu2ViPbbgD5OwP17fMroCFdkZduP9	https://www.lg.com/cl/refrigeradores/lg-LS65SXN	LS65SXN
LS65SXTAF	50059	Refrigeradores	15	Door-in-Door			LS65SXTAF	Refrigerador Instaview Door in Door 601 L					https://drive.google.com/open?id=11BtbPAsDmisGTtsTbz9pqUS3t1YsxLmH	https://drive.google.com/open?id=1mIoWTKCr_oZmY8fqaarbQPPnFzW4ZCUT	https://www.lg.com/cl/refrigeradores/lg-LS65SXTAF	LS65SXTAF
LS65SXTAF + Microondas	52892	Refrigeradores	15	Door-in-Door			LS65SXTAF + Microondas LG	Refrigerador Instaview Door in Door 601 L + Microondas NeoChef					https://drive.google.com/open?id=1FyMWFDxGhlzvV_g6P39DVYMafmQxI-nK	https://drive.google.com/open?id=1mIoWTKCr_oZmY8fqaarbQPPnFzW4ZCUT	https://www.lg.com/cl/refrigeradores/lg-LS65SXTAF	LS65SXTAF + Microondas
GS74SXS + Microondas LG	52934	Refrigeradores	15	Door-in-Door			GS74SXS + Microondas LG	Refrigerador Door in Door 691 L + Microondas NeoChef					https://drive.google.com/open?id=1HSBQ0TDc-9xsp7iLI9ybzXMdssp5YzfM	https://drive.google.com/open?id=15Uz--8piIwuEdNIW9LTg5Boqj19rz57Z	https://www.lg.com/cl/refrigeradores/lg-GS74SXS	GS74SXS + Microondas LG
